ZCTA5CE20,GEOID20,CLASSFP20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,GEO_ID2,x,y,GEO_ID,FSF_Buildi,CountModEx,PcModExt,Fath_Build,year500,Per500Fath,Per100Fath,TOTPOP,TOTHOU,POVERT,UNEMP,FEMHH,DISABL,FORBORN,LIMENG,HISPAN,BLACK,ASIAN,INDIGE,OTHTWO,AGE65,AGE19,MHSAGE,MHSVAL,NOHSD,EXTRAC,AGREXT,RENTER,MOBHOM,NOAUTO,UNINSU,avgRainfal,ChangeDev,INTENS,IMPERV,VACAT
78055,78055,B5,G6350,S,614060864,1963974,29.8303484,-99.3313523,ZCTA5 78055,-99.31922,29.8184,860Z200US78055,2934,828,0.282208589,2035,224,0.11,0.094,1899,1162,0.164470216,0.012269939,0.123342175,0.273828331,0.055292259,0,0.124802528,0.061084781,0,0,0.113744076,0.277514481,0.160610848,45.41394148,337133.4311,0.077762619,0,0.096644295,0.095490716,0.350132626,0.01193634,0.151658768,820.3568912,0.048,15.6623987,0.205745409,0.818627451
78850,78850,B5,G6350,S,624513049,3408278,29.2852848,-99.3291819,ZCTA5 78850,-99.33583,29.27935,860Z200US78850,1822,729,0.400109769,1169,146,0.125,0.06,1181,441,0.101608806,0.01323043,0,0.099915326,0,0,0.366638442,0,0,0,0.143945809,0.17104149,0.393734124,46.02834467,292901.2346,0.147798742,0,0.090225564,0.153310105,0.153310105,0,0.022015241,675.6194771,0.05,13.22809523,0.261807502,0.441558442
78885,78885,B5,G6350,S,191209685,146911,29.8353259,-99.557796,ZCTA5 78885,-99.54501,29.82683,860Z200US78885,668,202,0.30239521,298,57,0.191,0.158,101,137,0,0,0,0.069306931,0,0,0,0,0,0,0,0.188118812,0.059405941,36.52919708,253676.4706,0,0,0,0.105263158,0,0,0.148514851,810.8022463,0.032,16.20628275,0.178572268,0.95959596
78956,78956,B5,G6350,S,438157412,127107,29.6863817,-96.9337754,ZCTA5 78956,-96.93454,29.68322,860Z200US78956,4361,352,0.080715432,5915,67,0.011,0.007,5436,2730,0.114583333,0.015583793,0.023542601,0.139772727,0.070824135,0,0.199227373,0.11129507,0.007174393,0,0.072111847,0.192604857,0.284032377,52.03479853,182745.3988,0.134153005,0.025182778,0.046303818,0.269058296,0.169282511,0.049887892,0.098106061,963.4376737,0.19,14.9206818,1.152160613,0.431289641
78059,78059,B5,G6350,S,104994966,366587,29.189493,-98.8410112,ZCTA5 78059,-98.84143,29.19239,860Z200US78059,3797,700,0.184356071,3371,183,0.054,0.034,5699,2259,0.05106159,0.025881394,0.020541082,0.284382694,0.129320933,0,0.688892788,0.006316898,0.010879102,0.001403755,0.241796806,0.223197052,0.210387787,34.4207614,131024.5902,0.265069357,0.009819324,0.0145326,0.083166333,0.317635271,0.051102204,0.171825536,689.378572,0.418,12.32735839,2.599607073,0.129277567
79401,79401,B5,G6350,S,6519939,0,33.5868231,-101.8518321,ZCTA5 79401,-101.85183,33.58682,860Z200US79401,2530,694,0.2743083,2091,471,0.225,0.085,9045,4788,0.513808606,0.014865972,0.009783184,0.074877986,0.118629077,0.00562493,0.366058596,0.115865119,0.023770039,0.011719182,0.165948038,0.024212272,0.131785517,42.39619883,134681.6976,0.18731444,0.00242451,0.006832709,0.900317292,0.004759387,0.146483342,0.124197277,466.6063963,3.812,10.26250017,65.43393621,0
75435,75435,B5,G6350,S,151040232,73399,33.5005076,-95.2903283,ZCTA5 75435,-95.29526,33.50175,860Z200US75435,1196,200,0.16722408,778,40,0.051,0.039,1137,650,0.237924866,0.028026906,0.027600849,0.159190853,0.012313105,0,0.040457344,0.027264732,0,0.009674582,0.035180299,0.284080915,0.221635884,48.13692308,87230.76923,0.134363853,0.013888889,0.078703704,0.309978769,0.148619958,0.055201699,0.240105541,1181.60907,0.195,18.35960243,0.888002716,0.061452514
78064,78064,B5,G6350,S,728858023,1245445,28.9245636,-98.4290827,ZCTA5 78064,-98.42489,28.92061,860Z200US78064,9247,2575,0.278468693,7573,705,0.093,0.033,16049,5920,0.109037454,0.028387881,0.062620424,0.11952618,0.075207178,0,0.537977444,0.003551623,0.004486261,0,0.238145679,0.142251854,0.335223378,37.22466216,129454.171,0.154895176,0.142362205,0.151968504,0.251637765,0.294797688,0.050096339,0.157204965,722.181426,0.514,13.99945281,1.899258814,0.164383562
77978,77978,B5,G6350,S,4395536,41739077,28.6903579,-96.5779099,ZCTA5 77978,-96.59909,28.69152,860Z200US77978,873,862,0.987399771,373,12,0.032,0.008,495,246,0.129292929,0,0,0.16969697,0.038383838,0,0.345454545,0.022222222,0.004040404,0,0.181818182,0.145454545,0.195959596,61.71138211,74484.53608,0.065527066,0.012048193,0.012048193,0.484042553,0.015957447,0,0.078787879,1072.300369,0.148,16.3740852,0.885821856,0.120689655
76472,76472,B5,G6350,S,241450979,2014671,32.6077454,-98.1797711,ZCTA5 76472,-98.17095,32.60631,860Z200US76472,1818,342,0.188118812,1557,142,0.091,0.066,1305,550,0.107279693,0.020276498,0,0.150191571,0.006130268,0,0,0,0,0.009961686,0.032950192,0.180842912,0.229118774,43.61818182,247782.2581,0.095238095,0.010130246,0.183791606,0.215189873,0.253164557,0,0.192337165,799.2891848,0.237,16.49708342,1.216328613,0.381578947
78113,78113,B5,G6350,S,767469479,6777937,28.9452134,-98.1324662,ZCTA5 78113,-98.13613,28.94562,860Z200US78113,2883,490,0.169961845,2844,67,0.024,0.014,2759,1192,0.051105473,0.016957136,0.011872146,0.090612541,0.048568322,0,0.24501631,0,0,0,0.13374411,0.221094599,0.281261327,40.17365772,223270.9751,0.118662953,0.08769107,0.150442478,0.194520548,0.157990868,0.025570776,0.103660747,715.792598,0.452,15.78871796,1.076027015,0.288659794
77987,77987,B5,G6350,S,9497014,0,29.3455783,-97.0802032,ZCTA5 77987,-97.0802,29.34558,860Z200US77987,209,23,0.110047847,203,5,0.025,0.02,230,103,0.026086957,0.027777778,0,0.1,0,0,0.056521739,0,0,0,0.056521739,0.07826087,0.391304348,57.62621359,221428.5714,0.078571429,0.079646018,0.097345133,0.113924051,0.113924051,0,0.108695652,980.65147,0.313,14.39090893,1.207000946,0
75092,75092,B5,G6350,S,295108630,1830155,33.6520662,-96.7002633,ZCTA5 75092,-96.70011,33.64869,860Z200US75092,11850,1223,0.103206751,9861,395,0.04,0.029,26794,12341,0.084690799,0.012536162,0.043791136,0.139574914,0.060237367,0,0.075016795,0.058333955,0.037583041,0.005337016,0.077703964,0.188997537,0.227103083,41.89397132,169748.4277,0.067899232,0.001220651,0.004738996,0.441860465,0.050724002,0.032996928,0.150576261,1042.273174,1.284,16.70202702,4.145795197,0.006342495
76667,76667,B5,G6350,S,396472022,7670571,31.6570821,-96.4654169,ZCTA5 76667,-96.4651,31.65666,860Z200US76667,6922,734,0.106038717,7743,348,0.045,0.032,10385,4649,0.267908451,0.026725264,0.056741421,0.150896661,0.108329321,0.001231274,0.241116996,0.228502648,0.009436688,0.008570053,0.14675012,0.172556572,0.252479538,46.5023661,104944.1341,0.177896814,0.059226628,0.073666177,0.2745204,0.226695488,0.049446096,0.229168731,1014.50431,0.347,15.14183168,2.352403923,0.162447257
76682,76682,B5,G6350,S,321821165,5500290,31.4534504,-96.913489,ZCTA5 76682,-96.90822,31.45235,860Z200US76682,2553,237,0.092831962,2524,45,0.018,0.013,3182,1265,0.115964802,0.010526316,0.034354689,0.160276556,0.039912005,0,0.137649277,0.031741043,0.004714016,0.004085481,0.059082338,0.112193589,0.336266499,49.36561265,111951.631,0.119047619,0.01081812,0.018931711,0.17455896,0.17084494,0.019498607,0.12884978,938.8743976,0.624,14.90975611,1.539104924,0.058510638
78409,78409,B5,G6350,S,47754804,16231235,27.8277864,-97.5095593,ZCTA5 78409,-97.51049,27.8256,860Z200US78409,1643,626,0.381010347,2159,274,0.127,0.07,2312,977,0.048010381,0.00653951,0.035128806,0.119377163,0.112024221,0,0.749134948,0,0,0.006487889,0.244377163,0.207179931,0.246972318,41.70368475,105153.5088,0.261089987,0.079065588,0.079065588,0.466042155,0.304449649,0.042154567,0.235294118,780.7262257,4.732,14.84791658,19.43748856,0.18699187
79411,79411,B5,G6350,S,3843609,0,33.5701153,-101.8577323,ZCTA5 79411,-101.85773,33.57012,860Z200US79411,3046,866,0.284307288,3193,716,0.224,0.159,6623,3592,0.261059943,0.035546262,0.048114434,0.204449153,0.098746791,0.00532248,0.514570436,0.081685037,0,0.021893402,0.192208969,0.089989431,0.21712215,60.90952116,88805.30973,0.276342452,0.00979021,0.023776224,0.632639792,0,0.117360208,0.257112591,468.210606,0.722,10.31999989,47.22656982,0
78041,78041,B5,G6350,S,45113730,497978,27.5595705,-99.4629572,ZCTA5 78041,-99.46888,27.55491,860Z200US78041,12062,4248,0.352180401,11831,1500,0.127,0.069,46751,15948,0.211008165,0.038592052,0.102645862,0.117049775,0.257406259,0.000514861,0.939209856,0.007400911,0.007486471,0.002395671,0.307052256,0.124254027,0.322452996,37.18924003,176235.1387,0.271452384,0.022263181,0.022845225,0.486431479,0.035481682,0.058208955,0.263091946,494.9212663,11.041,12.93913049,48.2852745,0.123344371
76268,76268,B5,G6350,S,1646837,0,33.62779,-96.765256,ZCTA5 76268,-96.76526,33.62779,860Z200US76268,180,15,0.083333333,155,8,0.052,0.026,131,58,0.13740458,0.063157895,0,0.167938931,0.076335878,0,0.198473282,0,0,0,0,0.129770992,0.27480916,30.22413793,76388.88889,0.168421053,0,0,0.265306122,0.632653061,0,0.34351145,1030.478874,0.355,17.05000019,8.363186813,0
77974,77974,B5,G6350,S,73737362,37584,28.8978529,-97.2888768,ZCTA5 77974,-97.29276,28.89297,860Z200US77974,521,72,0.138195777,541,8,0.015,0.009,562,206,0.43594306,0.058080808,0.015789474,0.097864769,0,0,0.088967972,0,0,0,0.087188612,0.170818505,0.334519573,39.88349515,227200,0.023952096,0.014354067,0.081339713,0.342105263,0.226315789,0.1,0.137010676,876.1702203,0.15,17.21249986,0.476515225,0.375
75058,75058,B5,G6350,S,139444581,1461915,33.4491121,-96.7371208,ZCTA5 75058,-96.73542,33.4473,860Z200US75058,2560,294,0.11484375,1660,72,0.043,0.034,3369,1091,0.043347381,0.015396763,0.046747967,0.058118634,0.10210745,0,0.194122885,0.003561888,0.003858712,0.016028495,0.155238943,0.093499555,0.337785693,27.87671861,429662.0776,0.104685942,0.00182704,0.010353228,0.18800813,0.073170732,0.008130081,0.153684841,1017.587255,0.341,16.63424659,1.418762534,0.411214953
75501,75501,B5,G6350,S,249295966,19023211,33.3718315,-94.1398131,ZCTA5 75501,-94.13171,33.37411,860Z200US75501,20187,1784,0.088373706,17538,647,0.037,0.025,35111,15256,0.236991053,0.0232608,0.103090406,0.125133104,0.050326109,0,0.085785082,0.343624505,0.005212042,0.008914585,0.048674205,0.161060636,0.25000712,45.22489512,130907.422,0.123422861,0.008843922,0.017051082,0.413745387,0.145910209,0.096940344,0.170799233,1240.634186,1.066,16.4430712,9.555430688,0.026690391
78610,78610,B5,G6350,S,250909063,918933,30.0794473,-97.8410109,ZCTA5 78610,-97.84047,30.07962,860Z200US78610,17315,1684,0.097256714,17764,423,0.024,0.016,41681,15375,0.074235283,0.021640127,0.069759657,0.094379971,0.105875579,0.021581617,0.430747823,0.042129507,0.010556369,0.007149541,0.151411914,0.091624481,0.282190926,19.52653659,231427.6049,0.079538821,0.003701673,0.004798464,0.20840865,0.064002142,0.013724309,0.088877676,875.2005201,3.963,13.25000004,6.197543925,0.066210046
78413,78413,B5,G6350,S,20409153,139823,27.685823,-97.4060152,ZCTA5 78413,-97.40409,27.68346,860Z200US78413,10544,4066,0.385622155,10984,952,0.087,0.034,36989,15501,0.127064283,0.034359783,0.049940795,0.100203832,0.074508638,0,0.618967801,0.040336316,0.022925735,0.004866312,0.187380032,0.136094515,0.259888075,38.69134249,156386.7017,0.066017721,0.014484264,0.01970286,0.442710873,0.005502542,0.034826217,0.15697785,786.0274955,6.51,15.40869559,51.75477902,0.019230769
78351,78351,B5,G6350,S,2441801,0,27.667801,-97.7525802,ZCTA5 78351,-97.75258,27.6678,860Z200US78351,349,195,0.558739255,278,91,0.327,0.112,705,233,0.473758865,0,0.453551913,0.218439716,0.007092199,0,0.968794326,0.022695035,0,0,0.4,0.026950355,0.476595745,53.43562232,58050.84746,0.214057508,0,0,0.677595628,0.081967213,0.032786885,0.202836879,729.9800664,1.504,14.10000038,11.43041713,0.14
79907,79907,B5,G6350,S,35515504,81829,31.7072306,-106.3265627,ZCTA5 79907,-106.32679,31.70742,860Z200US79907,14955,3784,0.253025744,15990,3205,0.2,0.017,50696,17478,0.249189082,0.034335307,0.10372811,0.198549949,0.286077797,0,0.959267003,0.005089159,0.002958813,0.012111409,0.42011204,0.174392457,0.278108727,45.54771713,98907.66694,0.304330117,0.002553109,0.003468375,0.40789554,0.094087498,0.074013058,0.268259345,234.3806509,6.822,6.941666722,46.85146137,0.05785124
76621,76621,B5,G6350,S,175859260,1010432,31.8738061,-97.0873914,ZCTA5 76621,-97.0889,31.87788,860Z200US76621,1372,122,0.088921283,991,10,0.01,0.009,1025,489,0.015609756,0.002762431,0,0.130731707,0.010731707,0,0.071219512,0.00195122,0.002926829,0,0.013658537,0.127804878,0.324878049,51.94580777,187247.8386,0.027027027,0.013108614,0.102996255,0.051912568,0.032786885,0.00273224,0.035121951,897.8903875,0.63,14.96815639,1.585254769,0.18699187
79936,79936,B5,G6350,S,67077757,54180,31.7736759,-106.2954152,ZCTA5 79936,-106.29629,31.77372,860Z200US79936,33588,856,0.025485292,32913,746,0.023,0.005,107579,37103,0.138359384,0.043536725,0.070489143,0.122836362,0.207903029,0.000346065,0.87198245,0.031716227,0.012604691,0.003904108,0.318268435,0.116853661,0.274616793,32.56961701,135511.1184,0.135513407,0.008841193,0.009156247,0.319201925,0.012060667,0.039372062,0.189056363,233.6074842,10.828,7.42656251,43.89067507,0.05267008
77619,77619,B5,G6350,S,14092617,40656,29.9459705,-93.9166563,ZCTA5 77619,-93.91653,29.94551,860Z200US77619,7140,7139,0.999859944,7757,1253,0.162,0.039,17078,6631,0.108886631,0.030192266,0.045942321,0.144532638,0.14404497,0.001499813,0.312741539,0.073076473,0.056973885,0.00011711,0.149900457,0.182398407,0.233106921,56.06974815,117067.7966,0.117714567,0.014648314,0.014648314,0.25804829,0.005700872,0.036720322,0.208387632,1446.277096,1.451,18.57333361,46.85487774,0.049475262
78656,78656,B5,G6350,S,73610320,128061,29.9045115,-97.807308,ZCTA5 78656,-97.80888,29.90279,860Z200US78656,1061,164,0.154571159,1481,49,0.033,0.018,2624,902,0.204268293,0.003267974,0.071347678,0.136814024,0.100609756,0,0.698551829,0.016387195,0,0,0.261051829,0.062881098,0.290777439,32.00332594,134392.7894,0.220500596,0,0.027559055,0.403171008,0.620611552,0.05209513,0.282393293,869.0571276,0.571,13.94000004,1.9869155,1
79237,79237,B5,G6350,S,527148108,1246989,34.8579523,-100.6733638,ZCTA5 79237,-100.66586,34.85565,860Z200US79237,731,97,0.132694938,738,20,0.027,0.011,463,323,0.11663067,0,0,0.103671706,0.017278618,0,0.012958963,0,0.004319654,0.004319654,0.017278618,0.323974082,0.11663067,60.68266254,441201.1173,0.111959288,0.003584229,0.383512545,0.12254902,0.034313725,0,0.142548596,573.7195143,0.067,13.45340907,0.344250121,0.226890756
76837,76837,B5,G6350,S,999874366,2542311,31.2071897,-99.8926716,ZCTA5 76837,-99.88178,31.21099,860Z200US76837,2496,272,0.108974359,1509,36,0.024,0.016,2001,646,0.148180243,0.004,0.06235012,0.227036395,0.1984008,0,0.455772114,0.024487756,0.008495752,0.007496252,0.105947026,0.190404798,0.155922039,65.41176471,79792.33227,0.330841121,0.024154589,0.11352657,0.24940048,0.146282974,0.057553957,0.089254766,621.9797685,0.102,13.04071859,0.450767112,0.305676856
77991,77991,B5,G6350,S,27544647,3262468,28.7853621,-96.5960109,ZCTA5 77991,-96.59471,28.78662,860Z200US77991,273,97,0.355311355,301,21,0.07,0.043,492,172,0.069105691,0.053333333,0.088888889,0.024390244,0.012195122,0,0.611788618,0,0.012195122,0,0.540650407,0.020325203,0.599593496,38.44186047,74295.77465,0.081218274,0,0.137142857,0.211111111,0.388888889,0.044444444,0.018292683,1062.440514,0.412,16.53333339,2.002687701,0.268292683
79539,79539,B5,G6350,S,123028470,2216,33.3599509,-99.8892622,ZCTA5 79539,-99.89206,33.36964,860Z200US79539,516,127,0.246124031,248,24,0.097,0.085,230,121,0.1,0.147783251,0.012195122,0.265217391,0.030434783,0,0.304347826,0,0,0,0.195652174,0.295652174,0.247826087,64.0785124,106250,0.253424658,0.223529412,0.364705882,0.219512195,0.097560976,0.097560976,0.095652174,619.1297867,0.059,15.78480008,0.321460706,0.102564103
75751,75751,B5,G6350,S,467152199,11610426,32.069812,-95.9207167,ZCTA5 75751,-95.91661,32.07872,860Z200US75751,11387,811,0.071221568,8404,141,0.017,0.014,17098,6909,0.213765636,0.024140723,0.051939058,0.15429795,0.09351971,0,0.251081998,0.140074863,0.018306235,0.001052755,0.112001404,0.194116271,0.27716692,41.54313215,139043.1229,0.189650452,0.038385827,0.05947694,0.385734072,0.171052632,0.104051247,0.240991129,1053.055733,0.404,16.71773194,2.968652185,0.240070609
76887,76887,B5,G6350,S,234279398,1414602,31.0315683,-99.1584644,ZCTA5 76887,-99.15807,31.02695,860Z200US76887,433,48,0.110854503,386,15,0.039,0.018,63,78,0,0,0,0.317460317,0,0,0.317460317,0,0,0,0,0.365079365,0,58.5,25000,0,0,0,0.188679245,0,0,0,704.090531,0.103,12.58209607,0.186646556,0.76
78662,78662,B5,G6350,S,174495852,55191,29.9448007,-97.4435642,ZCTA5 78662,-97.44229,29.94318,860Z200US78662,1991,255,0.128076344,2081,66,0.032,0.022,2552,1233,0.029780564,0.029688973,0,0.105015674,0.025470219,0,0.081896552,0,0,0,0,0.172021944,0.210423197,34.22830495,226911.4078,0.06846473,0,0.009042954,0.232774674,0.333333333,0,0.125783699,886.8253064,0.086,14.9177143,0.33145291,0.48427673
76452,76452,B5,G6350,S,61384994,55765,31.7604124,-98.3971181,ZCTA5 76452,-98.39198,31.7712,860Z200US76452,139,13,0.09352518,223,2,0.009,0.009,111,92,0.162162162,0,0,0,0.621621622,0,0,0,0,0,0,0.108108108,0,43.82608696,982547.1698,0,0,0.794871795,0,0,0,0.027027027,776.5256477,0.233,14.85483871,0.542922856,0.461538462
78349,78349,B5,G6350,S,323045369,235294,27.373485,-98.2854723,ZCTA5 78349,-98.29984,27.37505,860Z200US78349,678,282,0.415929204,573,53,0.092,0.061,768,305,0.498697917,0,0.248447205,0.415364583,0,0,0.98828125,0,0,0.009114583,0.509114583,0.3125,0.376302083,47.35245902,125943.3962,0.62254902,0,0,0.01242236,0.01863354,0.136645963,0.076822917,610.5753114,0.05,17.00248446,0.303632724,0.638888889
79007,79007,B5,G6350,S,115087028,148947,35.6683472,-101.4122424,ZCTA5 79007,-101.41442,35.66634,860Z200US79007,8289,567,0.068403909,8789,349,0.04,0.026,13915,6558,0.128566269,0.044444444,0.040044248,0.179603604,0.063025512,0,0.304419691,0.028386633,0.005892921,0.015091628,0.175350341,0.152641035,0.306000719,55.40073193,106059.1063,0.157631549,0.059616634,0.067089019,0.217699115,0.018584071,0.044911504,0.204612613,546.4108788,0.61,10.32016797,10.93370718,0
78375,78375,B5,G6350,S,228983522,186105,27.3963101,-98.1712854,ZCTA5 78375,-98.16352,27.38278,860Z200US78375,2738,734,0.26807889,1737,108,0.062,0.032,3015,1452,0.09772423,0.066034006,0.039362699,0.184404284,0.106135987,0,0.933996683,0.002321725,0.002321725,0,0.150580431,0.155555556,0.250414594,49.43663912,92169.94382,0.283231084,0.072862454,0.098141264,0.332708529,0.044985942,0.018744142,0.227576975,626.1690104,0.058,16.43151259,0.859972189,0.064935065
76878,76878,B5,G6350,S,661851294,3628604,31.6577537,-99.2929318,ZCTA5 76878,-99.2961,31.66659,860Z200US76878,,0,0,2126,56,0.026,0.017,1642,906,0.150977995,0.010286554,0.065897858,0.198538368,0.063946407,0,0.1272838,0.093788063,0.028014616,0.024969549,0.080998782,0.190621194,0.235688185,64.30463576,123476.298,0.10617284,0.007978723,0.034574468,0.270181219,0.13014827,0.064250412,0.242996346,706.4693196,0.048,13.7287425,0.298737724,0.47826087
75925,75925,B5,G6350,S,540341706,1345625,31.6148554,-95.0624925,ZCTA5 75925,-95.05328,31.61019,860Z200US75925,4327,534,0.123411139,2720,72,0.026,0.018,3446,1575,0.194828093,0.023722628,0.037993921,0.128521127,0.065293093,0,0.182820662,0.244631457,0,0.035403366,0.061230412,0.210679048,0.264944864,51.43650794,105484.0686,0.169343736,0.016449623,0.095270733,0.37993921,0.243920973,0.071428571,0.1907277,1178.464394,0.123,15.97532469,1.019032634,0.382239382
76827,76827,B5,G6350,S,211798282,862418,31.5271929,-99.1366165,ZCTA5 76827,-99.13027,31.52589,860Z200US76827,504,121,0.240079365,489,53,0.108,0.072,601,367,0.344425957,0.024667932,0.03180212,0.445923461,0.004991681,0,0.036605657,0,0,0,0.048252912,0.489184692,0.181364393,58.51362398,153927.2031,0.236786469,0,0.165745856,0.077738516,0.173144876,0,0.096505824,714.0175528,0.03,14.99905217,0.223189007,0.619047619
76055,76055,B5,G6350,S,214162563,1486304,32.1596583,-97.1484712,ZCTA5 76055,-97.14811,32.15957,860Z200US76055,2381,216,0.090718186,1935,30,0.016,0.011,3255,1306,0.107945552,0.022128958,0.03374778,0.181990521,0.073425499,0.001600512,0.292165899,0.049462366,0,0.002764977,0.153302611,0.191705069,0.275576037,44.68683002,147115.3846,0.133394664,0.031746032,0.112491373,0.238010657,0.122557726,0.007104796,0.248025276,961.3189779,0.435,15.35860463,1.569300753,0.061111111
78107,78107,B5,G6350,S,421810989,196866,28.5682782,-97.5792373,ZCTA5 78107,-97.59486,28.57826,860Z200US78107,924,171,0.185064935,556,21,0.038,0.023,397,256,0.166246851,0,0,0.198992443,0,0,0.471032746,0,0,0,0.141057935,0.261964736,0.181360202,35.1015625,64869.28105,0.086538462,0.25,0.452380952,0.304545455,0.509090909,0.1,0.128463476,801.497855,0.083,15.06611374,0.374675834,0.666666667
75401,75401,B5,G6350,S,279930212,2546157,33.1890021,-96.1088292,ZCTA5 75401,-96.11555,33.18507,860Z200US75401,10355,1009,0.09744085,8450,301,0.036,0.017,21087,8674,0.186039691,0.030704815,0.070171026,0.148765161,0.113008014,0.007112737,0.29397259,0.139754351,0.001802058,0.007729881,0.246312894,0.152842984,0.27984066,47.93855199,114205.653,0.194474345,0.00462525,0.008094187,0.483903421,0.083752515,0.070422535,0.208534269,1097.701471,0.512,17.28156032,3.037864498,0.091412742
76636,76636,B5,G6350,S,116875824,941792,32.1702322,-97.2902106,ZCTA5 76636,-97.28309,32.17213,860Z200US76636,1347,127,0.094283593,1319,35,0.027,0.02,1507,605,0.075319435,0.014962594,0.009259259,0.120769741,0.0265428,0,0.100862641,0,0.01924353,0.00132714,0.058394161,0.159256802,0.290643663,36.39752066,145053.1915,0.142996109,0.049382716,0.127572016,0.12962963,0.233333333,0.038888889,0.178500332,943.1101777,0.265,14.98333332,0.83792703,0.246153846
78639,78639,B5,G6350,S,113697893,8004195,30.656288,-98.4555369,ZCTA5 78639,-98.45505,30.65821,860Z200US78639,10239,4092,0.399648403,6205,1910,0.308,0.26,7999,4847,0.112950095,0.014584838,0.024916439,0.239479338,0.038254782,0,0.153019127,0.010751344,0.002500313,0.004625578,0.097012127,0.306538317,0.175146893,33.06364762,247020.9818,0.197795175,0,0.020552147,0.232452142,0.234579155,0.04922516,0.252369519,743.6165064,0.899,13.94915254,3.389616537,0.835475578
75422,75422,B5,G6350,S,175687070,1068081,33.1391047,-95.92361,ZCTA5 75422,-95.9306,33.13888,860Z200US75422,2401,297,0.123698459,2335,59,0.025,0.017,2862,1328,0.149196366,0.041614648,0.029285099,0.14884696,0.033542977,0,0.06044724,0.018867925,0.023410203,0.003144654,0.06743536,0.155136268,0.21628232,36.86972892,147790.8277,0.14689781,0,0.028191073,0.22997416,0.298018949,0.006890612,0.188679245,1105.686762,0.214,16.75810042,1.633868291,0.107784431
78963,78963,B5,G6350,S,109574843,887772,29.9169198,-97.0287634,ZCTA5 78963,-97.02762,29.92586,860Z200US78963,863,149,0.172653534,1029,26,0.025,0.012,750,280,0.002666667,0,0.046511628,0.125333333,0.013333333,0,0.270666667,0.072,0,0,0.046666667,0.206666667,0.306666667,36.80357143,182177.0335,0.016161616,0.050746269,0.062686567,0.027906977,0.353488372,0.037209302,0.090666667,950.7271091,0.111,16.06574084,0.907623092,0.215384615
76679,76679,B5,G6350,S,171409371,4402209,31.9554349,-96.5767398,ZCTA5 76679,-96.59361,31.94557,860Z200US76679,1696,175,0.103183962,1409,26,0.018,0.012,1067,471,0.145267104,0.040816327,0,0.163074039,0,0,0.015932521,0,0,0.007497657,0.098406748,0.172446111,0.323336457,30.92038217,129334.3653,0.150297619,0.042253521,0.136820926,0.021212121,0.396969697,0.024242424,0.094657919,979.5813926,0.228,14.84624272,0.938511476,0.092198582
78672,78672,B5,G6350,S,77454286,9896541,30.8822481,-98.4891346,ZCTA5 78672,-98.49129,30.88149,860Z200US78672,1881,304,0.161616162,1523,166,0.109,0.075,825,919,0.058181818,0.024707412,0,0.353939394,0.032727273,0,0.019393939,0,0,0,0.016969697,0.602424242,0.067878788,45.81773667,180787.037,0.125495376,0,0.07755102,0.050549451,0.09010989,0,0.060606061,726.1434976,0.192,14.54333331,0.934541595,0.88362069
75155,75155,B5,G6350,S,107041911,1718820,32.2291128,-96.4755085,ZCTA5 75155,-96.46908,32.22319,860Z200US75155,2765,222,0.080289331,1652,41,0.025,0.017,3167,1069,0.148405431,0.005434783,0.05192108,0.127881276,0.190716767,0,0.527312914,0.060625197,0,0,0.20808336,0.091253552,0.354594253,35.59354537,124416.3424,0.332595462,0.002250563,0.03675919,0.199376947,0.396677051,0.030114226,0.226397221,988.3441238,0.605,15.03749997,2.368100038,0.264150943
76885,76885,B5,G6350,S,175080787,25686,30.8589575,-98.8613135,ZCTA5 76885,-98.85745,30.87303,860Z200US76885,601,98,0.163061564,339,15,0.044,0.029,97,120,0.072164948,0.142857143,0.230769231,0.175257732,0,0,0,0,0,0,0,0.350515464,0.288659794,46.08333333,65909.09091,0,0,0,0.365384615,0.173076923,0,0.12371134,719.6593646,0.007,12.75639532,0.04982168,1
78144,78144,B5,G6350,S,5820247,50575,28.9512093,-97.8925785,ZCTA5 78144,-97.88798,28.95501,860Z200US78144,33,4,0.121212121,56,0,0,0,18,18,0,0,0,1,0,0,0,0,0,0,0,0,0,8.5,140336.5208,0,0,0,1,0,0,0,716.6806491,1.132,15.38333321,2.215806402,0
77863,77863,B5,G6350,S,2038863,59614,30.3907686,-96.5588806,ZCTA5 77863,-96.55945,30.39302,860Z200US77863,112,4,0.035714286,75,0,0,0,359,29,0,0,0,0,0,0,0,1,0,0,0,0,0.830083565,28.5,140336.5208,0,0,0,1,0,0,0,961.2042911,1.106,14.3499999,6.336055006,0
77431,77431,B5,G6350,S,33389503,422263,29.1325975,-95.818919,ZCTA5 77431,-95.8231,29.13239,860Z200US77431,120,72,0.6,90,27,0.3,0.1,333,290,0,0,0,0.60960961,0,0,0,1,0,0,0,0.60960961,0.276276276,49.87931034,75000,0.157676349,0,0,0,0.157676349,0,0.306306306,1207.230958,0.022,17.94687486,0.19525698,0
